fecha;Producto;Categoria;nit;nombre;apellido paterno;apellido materno;pago;numero_tarjeta;costo;cantidad;precio
18/08/2021 19:39;1-2-3 Noodles - Chicken Flavour (Wai Wai);Cleaning & Household;4649382;Sofía;Delgado;Muños;mastercard;5048371246688670;9.72;1;11.19
18/08/2021 20:02;Herbal Acne Repair Face Wash For Clear Skin With Neem, Tulsi, Aloe Vera (Olivia);Beauty & Hygiene;5038271;Paula;Rojas;Estrada;americanexpress;374288467989595;13.96;3;14.89
18/08/2021 21:38;Chilli - Green, Organically Grown (Fresho);Fruits & Vegetables;5839204;Fernando;Reyes;Rojas;americanexpress;374288303092281;5.05;3;5.69
18/08/2021 22:18;Cheese Macaroni Pazzta (MAGGI );Foodgrains, Oil & Masala;5839204;Fernando;Reyes;Rojas;visa;4041595933246840;11.32;5;12.29
19/08/2021 02:28;Crayons - Wax Colour, 75X8mm (Classmate);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;visa;4041592891688770;18.12;3;19.79
19/08/2021 09:21;Fields Of Gold Organic Mustard/Sasive - Bold (PRISTINE);Foodgrains, Oil & Masala;4763921;Juan;Pérez;Sosa;americanexpress;374288453044652;18.18;4;19.89
19/08/2021 14:46;Fields Of Gold Organic Mustard/Sasive - Bold (PRISTINE);Foodgrains, Oil & Masala;5839204;Fernando;Reyes;Rojas;mastercard;5048376290801130;18.18;3;19.89
19/08/2021 22:13;Birthday Candle - No. 5 (B Vishal);Fruits & Vegetables;4958723;Gabriela;Morales;Paredes;americanexpress;374283728277609;7.88;1;8.39
19/08/2021 23:07;Fulltoss Thai Sriracha (Parle);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;mastercard;5108757987059770;17.79;4;19.19
19/08/2021 23:27;Ultra-Fresh Fairness Face Wash With Milk, Licorice, Saffron (Olivia);Beauty & Hygiene;4763921;Juan;Pérez;Sosa;americanexpress;374283401005400;0.81;2;1.59
20/08/2021 06:18;CUBE Detergent Bar 2 In 1 (Ok);Snacks & Branded Foods;5390843;Pedro;Ramírez;Hernández;americanexpress;374288334973228;2.78;1;3.89
20/08/2021 06:30;1-2-3 Noodles - Chicken Flavour (Wai Wai);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;mastercard;5108750051495530;19.29;1;21.19
20/08/2021 11:01;Namkeen - Naughty Tomatoes (Kurkure);Snacks & Branded Foods;4958723;Gabriela;Morales;Paredes;mastercard;5048379743347260;16.15;1;17.89
20/08/2021 13:57;Treat Croissant - Cocoa Creme Roll, 100% Veg (Britannia);Bakery, Cakes & Dairy;5390843;Pedro;Ramírez;Hernández;mastercard;5048375376874530;12.15;2;13.69
20/08/2021 16:15;Sugar Coated Chocolate (Cadbury Gems);Bakery, Cakes & Dairy;4763921;Juan;Pérez;Sosa;americanexpress;374283784075210;1.61;5;1.79
20/08/2021 18:59;Khatta Meetha (Tasties);Snacks & Branded Foods;4958723;Gabriela;Morales;Paredes;visa;4041595434735660;0.58;2;1.49
21/08/2021 03:23;Daily Fresh - Dahi (Britannia);Bakery, Cakes & Dairy;4983721;Ana María;Castillo;Jimenez;visa;4041595865304;3.39;1;4.59
21/08/2021 04:10;Super Shine Soft Bristle Toothbrush (Colgate);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;americanexpress;374283090315292;7.06;2;8.19
21/08/2021 07:36;Kitkat 2 Fingers (Nestle );Bakery, Cakes & Dairy;5839204;Fernando;Reyes;Rojas;mastercard;5108753429130910;13.24;2;14.69
21/08/2021 07:38;Colocasia - Organically Grown (Fresho);Fruits & Vegetables;4649382;Sofía;Delgado;Muños;mastercard;5108759276589400;18.93;3;20.89
21/08/2021 13:25;Namkeen - Moong Dal (Crax);Snacks & Branded Foods;5892340;AndrÃ©s;García;Cruz;visa;4041591915053;16.25;2;17.99
21/08/2021 15:20;Milk Shake - Vanilla (Milky Mist);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;visa;4041597134202160;14.31;3;15.19
21/08/2021 18:00;Marie Light Biscuit - Vita Orange (Sunfeast);Beauty & Hygiene;4763921;Juan;Pérez;Sosa;mastercard;5048375160275370;16.65;2;18.09
21/08/2021 18:44;Tasty Twist Mumbai Chowpatty Multi-Use Seasoning (Kohinoor);Foodgrains, Oil & Masala;4763921;Juan;Pérez;Sosa;americanexpress;374283504842030;5.37;1;6.29
21/08/2021 20:32;Tomato - Hybrid (Fresho);Fruits & Vegetables;4763921;Juan;Pérez;Sosa;americanexpress;374283712220714;18.18;2;19.89
22/08/2021 01:13;Kitkat 2 Fingers (Nestle );Bakery, Cakes & Dairy;4649382;Sofía;Delgado;Muños;americanexpress;374283264077843;13.24;2;14.69
22/08/2021 02:54;Instant Soup - Creamy Mix Veg (Keya);Snacks & Branded Foods;5283745;Luis;Torres;González;visa;4041595782871;17.43;2;18.49
22/08/2021 10:10;Iodized (Tata Salt);Snacks & Branded Foods;4958723;Gabriela;Morales;Paredes;mastercard;5108753409233910;6.39;1;7.69
22/08/2021 10:50;Treat Croissant - Cocoa Creme Roll, 100% Veg (Britannia);Cleaning & Household;4649382;Sofía;Delgado;Muños;visa;4041595003860270;7.59;1;8.29
22/08/2021 13:30;Potato Chips - Salted (Bingo);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;mastercard;5048371979374030;11.36;3;12.29
22/08/2021 18:42;Capsicum - Diced (Fresho);Foodgrains, Oil & Masala;4649382;Sofía;Delgado;Muños;mastercard;5108751383767490;5.15;3;5.89
22/08/2021 18:49;Kitkat 2 Fingers (Nestle );Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;mastercard;5048373834767970;5.21;3;5.99
22/08/2021 21:33;Masala Balls Snacks (Cheetos);Snacks & Branded Foods;4958723;Gabriela;Morales;Paredes;visa;4041594690189290;16.33;3;17.99
22/08/2021 23:39;Toothbrush Fighter - Soft (Pepsodent);Beauty & Hygiene;4958723;Gabriela;Morales;Paredes;mastercard;5048379038824640;0.97;1;1.59
23/08/2021 01:11;Bun - Burger (English Oven);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;visa;4041592453789020;4.11;3;4.89
23/08/2021 02:25;Masala Oats - Curry & Pepper (Saffola);Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;visa;4041598665173140;11.93;1;13.39
23/08/2021 04:43;Potato Chips - Salted (Bingo);Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;americanexpress;374288412083536;11.36;4;12.29
23/08/2021 05:25;Dish ShineÂ Bar (Exo);Cleaning & Household;5839204;Fernando;Reyes;Rojas;americanexpress;374283722088036;13.19;2;14.69
23/08/2021 06:48;Salt/Uppu - Iodised (Aashirvaad);Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;visa;4041597255912810;5.95;1;7.19
23/08/2021 07:48;Strawberry Drink (Ala Fresh);Cleaning & Household;4763921;Juan;Pérez;Sosa;visa;4041593675192;10.26;2;11.49
23/08/2021 11:02;Tru Orange (Amul);Bakery, Cakes & Dairy;4649382;Sofía;Delgado;Muños;americanexpress;374283751787862;8.13;5;8.89
23/08/2021 13:14;Milk Shake - Strawberry (Milky Mist);Bakery, Cakes & Dairy;4958723;Gabriela;Morales;Paredes;visa;4041594825451130;11.04;3;11.69
23/08/2021 15:19;Kool - Kesar (Amul);Fruits & Vegetables;4649382;Sofía;Delgado;Muños;visa;4041594544801;18.03;2;19.69
23/08/2021 22:56;Candy - Kusari (Kiara Foods);Cleaning & Household;4958723;Gabriela;Morales;Paredes;visa;4041599995321;1.75;2;2.09
23/08/2021 23:51;Capsicum - Diced (Fresho);Foodgrains, Oil & Masala;5839204;Fernando;Reyes;Rojas;americanexpress;374283590554259;5.15;3;5.89
24/08/2021 00:30;Awadhi Kadhai Chicken Masala (Keya);Foodgrains, Oil & Masala;4649382;Sofía;Delgado;Muños;americanexpress;374288203706790;3.38;1;4.59
24/08/2021 04:15;Ready Mix - Chettinad Kara Kulambu (Annapoorna);Foodgrains, Oil & Masala;4983721;Ana María;Castillo;Jimenez;visa;4041590144200;17.46;1;18.59
24/08/2021 08:13;Instant Creamy Cup-a-Soup - Tomato (Keya);Snacks & Branded Foods;4958723;Gabriela;Morales;Paredes;americanexpress;374283937790574;14.48;2;15.59
24/08/2021 08:18;Iodised Crystal Salt/Uppu (Tata Salt);Foodgrains, Oil & Masala;4763921;Juan;Pérez;Sosa;visa;4041593357480410;16.69;2;18.09
24/08/2021 08:19;Snacks - Sticks, Carrot & Cumin, 2+ Years, 100% Natural & Healthy (Timios);Cleaning & Household;4763921;Juan;Pérez;Sosa;visa;4041594065880;1.5;4;1.69
24/08/2021 10:13;Snake gourd - Diced (Fresho);Fruits & Vegetables;4649382;Sofía;Delgado;Muños;mastercard;5048371681296480;14.89;2;16.39
24/08/2021 11:59;Choco Deck - French Dessert Inspired Layered Bar (Fabelle);Snacks & Branded Foods;5283745;Luis;Torres;González;mastercard;5108759140613210;4.66;2;4.99
24/08/2021 14:54;Permanent Marker Pen - Blue (Camlin);Snacks & Branded Foods;4958723;Gabriela;Morales;Paredes;americanexpress;374288725813884;2.81;4;3.99
24/08/2021 15:15;Beetroot (Fresho);Bakery, Cakes & Dairy;4958723;Gabriela;Morales;Paredes;americanexpress;374288425065694;13.84;2;14.89
24/08/2021 19:01;Super Shine Medium Bristle Toothbrush (Colgate);Beauty & Hygiene;4649382;Sofía;Delgado;Muños;mastercard;5048370116611750;15.55;2;17.39
24/08/2021 19:38;Veg Dum Biryani Masala (Keya);Foodgrains, Oil & Masala;4983721;Ana María;Castillo;Jimenez;visa;4041591377430970;1.37;1;1.69
24/08/2021 22:55;Pineapple Cake (Britannia);Bakery, Cakes & Dairy;4983721;Ana María;Castillo;Jimenez;visa;4041598926152;15.16;1;16.79
25/08/2021 01:04;Kool - Elaichi (Amul);Bakery, Cakes & Dairy;4958723;Gabriela;Morales;Paredes;visa;4041595441403;0.51;2;1.49
25/08/2021 02:19;Bottle Gourd (Fresho);Fruits & Vegetables;4763921;Juan;Pérez;Sosa;americanexpress;374283171342728;2.39;1;3.29
25/08/2021 03:27;Chow Chow (Fresho);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;visa;4041598679742530;3.73;2;4.79
25/08/2021 06:21;Fruit Bread (Britannia);Snacks & Branded Foods;4958723;Gabriela;Morales;Paredes;mastercard;5048376281825820;5.79;4;6.99
25/08/2021 08:18;Instant Noodle - Chicken Flavour (Indomie);Gourmet & World Food;5892340;AndrÃ©s;García;Cruz;visa;4041593318171080;4.18;2;4.89
25/08/2021 12:06;Chilli - Green, Organically Grown (Fresho);Fruits & Vegetables;5892340;AndrÃ©s;García;Cruz;visa;4041595234154;5.05;1;5.69
25/08/2021 19:11;Moonfils - Vanilla (Bauli);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;mastercard;5048378557959580;6.97;3;8.09
25/08/2021 20:33;RTE BUTTER POPCORN PP (ACT II);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;americanexpress;374288937528346;19.13;1;21.09
25/08/2021 21:11;Treat Stars - Creme & Milk Choco Duo Cream Biscuits (Britannia);Snacks & Branded Foods;4958723;Gabriela;Morales;Paredes;visa;4041592757470;5.05;1;5.69
25/08/2021 22:51;Dream Cream - Choco Vanilla Biscuits (Sunfeast);Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;mastercard;5108751994580790;8.33;2;9.29
26/08/2021 04:34;Cookies - Choconut (Unibic);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;visa;4041597960476970;5.26;1;6.09
26/08/2021 13:51;Chalk Cockroach Killer (HIT);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;visa;4041596345066;0.32;4;1.29
26/08/2021 14:42;ChilliÂ - Green Long, Medium (Fresho);Fruits & Vegetables;4763921;Juan;Pérez;Sosa;americanexpress;374283589195130;11.19;3;11.99
26/08/2021 14:57;Colocasia - Organically Grown (Fresho);Fruits & Vegetables;4763921;Juan;Pérez;Sosa;mastercard;5108754562502370;18.93;1;20.89
26/08/2021 16:20;Groovy Chips - Spicy Tomato (Time Pass);Snacks & Branded Foods;4983721;Ana María;Castillo;Jimenez;mastercard;5108750185660340;18.2;1;19.99
26/08/2021 17:19;Milk Shake - Vanilla (Milky Mist);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;visa;4041592266341370;14.31;1;15.19
26/08/2021 18:11;Namkeen - Double Mazza (Crax);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;visa;4041594752438;6.29;3;7.69
26/08/2021 23:20;Lemon Grass (Fresho);Fruits & Vegetables;5892340;AndrÃ©s;García;Cruz;mastercard;5048372649310870;7.39;1;8.29
27/08/2021 00:53;Kitchen Scrubber - Stainless Steel (Liao);Foodgrains, Oil & Masala;4763921;Juan;Pérez;Sosa;;374288199370031;10.67;1;11.59
27/08/2021 05:10;Surabhi Dhoop - Natural Perfume (Gou Ganga);Foodgrains, Oil & Masala;4763921;Juan;Pérez;Sosa;visa;4041592324792;16.37;3;17.99
27/08/2021 10:32;Kitkat 2 Fingers (Nestle );Bakery, Cakes & Dairy;4763921;Juan;Pérez;Sosa;visa;4041596126575460;13.24;1;14.69
27/08/2021 13:29;Potato Chips - Simple Classic Salted (Lays);Foodgrains, Oil & Masala;5839204;Fernando;Reyes;Rojas;mastercard;5048377620681040;6.62;2;7.89
27/08/2021 16:33;Capsicum - Green, Organically Grown (Fresho);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;visa;4041596227885160;7.25;1;8.19
27/08/2021 22:52;Potato Chips - Spanish Tomato Tango (Lays);Snacks & Branded Foods;5038271;Paula;Rojas;Estrada;visa;4041593612908980;3.2;2;4.39
27/08/2021 23:39;Jeera Kadu/Bitter Cumin (bb Royal);Foodgrains, Oil & Masala;5839204;Fernando;Reyes;Rojas;visa;4041597707967;13.87;1;14.89
28/08/2021 04:55;Toothbrush - Junior (Patanjali);Fruits & Vegetables;5283745;Luis;Torres;González;mastercard;5048370865521020;2.08;2;2.69
28/08/2021 08:34;Active - Detergent Cake Blue (Wheel );Cleaning & Household;4983721;Ana María;Castillo;Jimenez;visa;4041599660039310;2.25;3;2.99
28/08/2021 11:48;Namkeen - Chow Chow, Special (Sln  );Bakery, Cakes & Dairy;4649382;Sofía;Delgado;Muños;visa;4041591632385;5.02;3;5.59
28/08/2021 13:52;Surabhi Dhoop - Natural Perfume (Gou Ganga);Foodgrains, Oil & Masala;5839204;Fernando;Reyes;Rojas;mastercard;5048370761376000;16.37;1;17.99
28/08/2021 14:46;Secret Dark Soy Sauce (Chings);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;visa;4041597555580;4.35;2;4.99
28/08/2021 16:23;Pooja Essential (Gomutra);Cleaning & Household;4649382;Sofía;Delgado;Muños;mastercard;5048376832185700;10.66;1;11.59
28/08/2021 16:40;Salt/Uppu - Free Flow (Akar);Fruits & Vegetables;4649382;Sofía;Delgado;Muños;mastercard;5108751601188490;3.09;3;4.29
28/08/2021 21:48;Candy - Kusari (Balaji foods);Gourmet & World Food;4983721;Ana María;Castillo;Jimenez;visa;4041592879101330;13.67;1;14.89
29/08/2021 00:10;Namkeen - Green Chutney Rajasthani Style (Kurkure);Snacks & Branded Foods;5283745;Luis;Torres;González;americanexpress;374288253573827;18;5;19.59
29/08/2021 00:58;Sugarcane (Fresho);Fruits & Vegetables;4983721;Ana María;Castillo;Jimenez;visa;4041590832322150;11.74;1;13.09
29/08/2021 01:18;Fenugreek/Methi/Menthya (bb Popular);Fruits & Vegetables;4649382;Sofía;Delgado;Muños;mastercard;5108751257054100;10.22;5;11.49
29/08/2021 05:46;Namkeen - Mixture (Haldirams );Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;visa;4041594735284;14.75;3;16.09
29/08/2021 08:13;Pineapple Drink (Ala Fresh);Gourmet & World Food;4649382;Sofía;Delgado;Muños;visa;4041599898939;7.63;3;8.29
29/08/2021 10:23;RTE BUTTER POPCORN PP (ACT II);Snacks & Branded Foods;4958723;Gabriela;Morales;Paredes;visa;4041593754096;19.13;1;21.09
29/08/2021 10:35;Hair Gel Vertical Hold (Vi-john);Beauty & Hygiene;4958723;Gabriela;Morales;Paredes;visa;4041599439119550;11.98;4;13.49
29/08/2021 12:48;Masala Oats - Masala & Coriander (Saffola);Snacks & Branded Foods;5390843;Pedro;Ramírez;Hernández;visa;4041593853252;7.49;1;8.29
29/08/2021 15:04;Fulltoss Thai Sriracha (Parle);Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;mastercard;5108754182165700;17.79;1;19.19
29/08/2021 16:25;Tomato - Diced (Fresho);Fruits & Vegetables;4792351;Laura;Fernández;López;visa;4041593067614;0.87;2;1.59
29/08/2021 20:30;Neem Giloy (Amruta Balli) - Organically Grown (Fresho);Fruits & Vegetables;5892340;AndrÃ©s;García;Cruz;visa;4041594317943;0.59;4;1.49
29/08/2021 21:19;Fiber Rich Choclaq (Zerobeli);Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;americanexpress;374288575936850;3.42;5;4.59
29/08/2021 22:02;Capsicum - Green (Fresho);Cleaning & Household;4958723;Gabriela;Morales;Paredes;mastercard;5048376187372370;1.27;1;1.69
30/08/2021 02:15;Ready to Cook - Potato French Fries (Fresho);Fruits & Vegetables;4649382;Sofía;Delgado;Muños;;3552004956298010;18.36;2;20.19
30/08/2021 03:04;Iodized (Tata Salt);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;visa;4041592904494;6.39;2;7.69
30/08/2021 04:51;Fritts - Cream & Onion (Crax);Snacks & Branded Foods;4983721;Ana María;Castillo;Jimenez;visa;4041597832195;13.65;5;14.89
30/08/2021 07:16;Soya Chunks (Nutrela);Foodgrains, Oil & Masala;4649382;Sofía;Delgado;Muños;;5245753433852590;15.79;3;17.59
30/08/2021 07:19;Snacks - Rings, Tomato & Cheese, 2+ Years, 100% Natural & Healthy (Timios);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;americanexpress;374288878642700;7.63;4;8.29
30/08/2021 07:32;Pineapple Flavouring Agent (Bush);Snacks & Branded Foods;4958723;Gabriela;Morales;Paredes;;5108751247630930;9.88;2;11.29
30/08/2021 09:13;Digestive Biscuits - No Added Sugar (Mcvities);Beverages;5390843;Pedro;Ramírez;Hernández;mastercard;5108756778383190;10.56;1;11.59
30/08/2021 09:18;ChilliÂ - Green Long, Medium (Fresho);Fruits & Vegetables;4983721;Ana María;Castillo;Jimenez;visa;4041591877968860;11.19;1;11.99
30/08/2021 11:13;Brinjal - Varikatri, Organically Grown (Fresho);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;americanexpress;374283686467465;13.91;1;14.89
30/08/2021 12:37;Puja Wicks - Pulla Vathulu long Batti (Jaji);Cleaning & Household;4958723;Gabriela;Morales;Paredes;mastercard;5048374090584760;16.63;1;18.09
30/08/2021 12:45;Salt/Uppu - Proactive (Aashirvaad);Snacks & Branded Foods;5892340;AndrÃ©s;García;Cruz;visa;4041590316969250;17.45;1;18.49
30/08/2021 12:56;Nacho Crisps - Cheese & Herbs (Cornitos);Gourmet & World Food;5839204;Fernando;Reyes;Rojas;americanexpress;374283486154321;11.99;1;13.49
30/08/2021 19:02;Capsicum - Diced (Fresho);Snacks & Branded Foods;4792351;Laura;Fernández;López;mastercard;5108753385078470;13.52;1;14.79
30/08/2021 22:11;Lettuce - Romaine (Fresho);Fruits & Vegetables;5839204;Fernando;Reyes;Rojas;visa;4041591170566220;15.35;2;17.09
30/08/2021 22:58;Bay Leaf/Lavangada Ele (bb Royal);Beauty & Hygiene;4983721;Ana María;Castillo;Jimenez;americanexpress;374288606605227;7.53;4;8.29
30/08/2021 23:57;Dog Treats - Real Chicken Biscuits, Chicken Flavour (Purepet);Beauty & Hygiene;4983721;Ana María;Castillo;Jimenez;visa;4041590148367;11.63;1;12.89
31/08/2021 10:07;Organic Sprouts Mixed Gram (Fresho);Cleaning & Household;4958723;Gabriela;Morales;Paredes;mastercard;5048374240437390;7.58;1;8.29
31/08/2021 10:21;"	serum	 (Livon)";Fruits & Vegetables;4983721;Ana María;Castillo;Jimenez;;3546672346674850;19.02;1;20.99
31/08/2021 15:25;Choco Muffills (Britannia);Bakery, Cakes & Dairy;4763921;Juan;Pérez;Sosa;americanexpress;374283080920671;11.11;1;11.79
31/08/2021 16:24;Farmlite Veda Digestive Biscuit (Sunfeast);Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;mastercard;5048372528838450;13.24;3;14.69
31/08/2021 17:37;Masala Oats - Peppy Tomato (Saffola);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;mastercard;5108750675417800;6.76;3;7.99
31/08/2021 19:53;Mechanical Pencil - Da Vinci Ii, 0.7mm (Classmate);Snacks & Branded Foods;5038271;Paula;Rojas;Estrada;visa;4041597756568;7.13;3;8.19
31/08/2021 20:56; ();Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;visa;4041596092291220;10.22;1;11.49
31/08/2021 22:11;Organic - Mustard/Sasive/Rai Yellow (bb Royal);Fruits & Vegetables;5283745;Luis;Torres;González;americanexpress;374288206710740;12.45;1;14.09
31/08/2021 23:07;Masala Oats - Peppy Tomato (Saffola);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;visa;4041591066920080;6.76;1;7.99
01/09/2021 02:27;Platina - Nutricrunch Digestive Marie (Parle);Snacks & Branded Foods;4958723;Gabriela;Morales;Paredes;mastercard;5048373523764850;15.96;1;17.79
01/09/2021 02:32;Iodised Crystal Salt/Uppu (Tata Salt);Foodgrains, Oil & Masala;4958723;Gabriela;Morales;Paredes;visa;4041591872288180;16.69;6;18.09
01/09/2021 03:36;Yum Yum - Vanilla Cake (Milk Ma);Snacks & Branded Foods;5283745;Luis;Torres;González;visa;4041597352868530;15.83;2;17.69
01/09/2021 04:24;Amaranthus - Red (Fresho);Fruits & Vegetables;4649382;Sofía;Delgado;Muños;mastercard;5048379557373430;12.28;1;13.89
01/09/2021 04:52;Breath Mint - The Mint With The Hole (Polo);Snacks & Branded Foods;4958723;Gabriela;Morales;Paredes;mastercard;5048375633014410;16.26;1;17.99
01/09/2021 07:14;Tasty Twist Dilli Chatpata Multi-Use Seasoning (Kohinoor);Foodgrains, Oil & Masala;4649382;Sofía;Delgado;Muños;americanexpress;374288095989132;7.18;1;8.19
01/09/2021 07:40;Lettuce - Romaine (Fresho);Fruits & Vegetables;4983721;Ana María;Castillo;Jimenez;visa;4041598269652340;15.35;2;17.09
01/09/2021 09:24;Tasty Twist Sizzling Tandoori Multi-Use Seasoning (Kohinoor);Fruits & Vegetables;5839204;Fernando;Reyes;Rojas;americanexpress;374283896208089;9.86;1;11.29
01/09/2021 09:46;Ready Masala - Punjabi Paneer (Kohinoor);Foodgrains, Oil & Masala;4958723;Gabriela;Morales;Paredes;mastercard;5048372369989370;10.49;3;11.49
01/09/2021 10:50;Permanent Marker Pen - Blue (Camlin);Snacks & Branded Foods;4983721;Ana María;Castillo;Jimenez;americanexpress;374283957127848;2.81;1;3.99
01/09/2021 17:25;Fresh Tomato Ketchup (Kissan);Gourmet & World Food;4763921;Juan;Pérez;Sosa;americanexpress;374283916229131;12.66;3;14.29
01/09/2021 17:44;Iodized (Tata Salt);Snacks & Branded Foods;5620938;Diego;Herrera;Romero;americanexpress;374283298298563;6.39;1;7.69
01/09/2021 18:25;Chutney Mix (Fresho);Fruits & Vegetables;4649382;Sofía;Delgado;Muños;visa;4041593961527880;12.7;3;14.39
01/09/2021 19:28;Yum Yum - Chocolate Cake (Milk Ma);Bakery, Cakes & Dairy;5839204;Fernando;Reyes;Rojas;mastercard;5048378153986470;12.96;2;14.59
01/09/2021 19:44;Namkeen - Bhujia Sev (Haldirams );Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;americanexpress;374288239549875;1.91;4;2.39
01/09/2021 22:08;Spring Onion (Fresho);Cleaning & Household;5839204;Fernando;Reyes;Rojas;mastercard;5108757386267380;8.4;2;9.39
02/09/2021 01:52;Yum Yum - Chocolate Cake (Milk Ma);Bakery, Cakes & Dairy;4763921;Juan;Pérez;Sosa;visa;4041590307781;12.96;1;14.59
02/09/2021 04:13;Scrub Pad - Anti- Bacterial, Regular (Scotch brite);Cleaning & Household;5839204;Fernando;Reyes;Rojas;visa;4041592861298;8.17;1;8.89
02/09/2021 04:24;Extra Clean Toothbrush Medium (Colgate);Foodgrains, Oil & Masala;4763921;Juan;Pérez;Sosa;americanexpress;374283096512959;10.94;3;11.59
02/09/2021 07:13;CUBE Detergent Bar 2 In 1 (Ok);Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;americanexpress;374283918794769;2.78;1;3.89
02/09/2021 09:08;Mad Angles Cheese Nachos Chips (Bingo);Snacks & Branded Foods;5283745;Luis;Torres;González;americanexpress;374288022263197;18.21;1;19.99
02/09/2021 10:51;Lettuce - Green (Fresho);Foodgrains, Oil & Masala;5839204;Fernando;Reyes;Rojas;visa;4041598013159;11.44;3;12.49
02/09/2021 14:37; 50-50 Timepass salted biscuits (Britannia);Snacks & Branded Foods;5892340;AndrÃ©s;García;Cruz;visa;4041596513082230;6.38;2;7.69
02/09/2021 17:01;Namkeen - Masala Munch (Kurkure);Snacks & Branded Foods;4958723;Gabriela;Morales;Paredes;visa;4041590901799;20;1;21.49
02/09/2021 17:37;Time Pass Chips - Minty Pudina (Time Pass);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;americanexpress;374283763396660;7.19;1;8.19
02/09/2021 17:42;Sambar Masala (bb Royal);Foodgrains, Oil & Masala;5892340;AndrÃ©s;García;Cruz;americanexpress;374283859431009;5.95;1;7.19
02/09/2021 18:39;Guava Delight Juice - Aseptic Pack (Tropicana);Beverages;4958723;Gabriela;Morales;Paredes;visa;4041590226851230;4.23;1;4.99
02/09/2021 19:41;Chalk Strong - For Cockroaches (Krazy Lines);Fruits & Vegetables;4763921;Juan;Pérez;Sosa;visa;4041596207373;17.52;3;18.69
02/09/2021 20:01;Guava Delight Juice - Aseptic Pack (Tropicana);Beverages;5839204;Fernando;Reyes;Rojas;mastercard;5108759796848170;4.23;1;4.99
02/09/2021 21:06;Skin Lightening Shiner Bleach With Diamond Dust (Olivia);Beauty & Hygiene;5892340;AndrÃ©s;García;Cruz;americanexpress;374283090144403;5.38;3;6.29
02/09/2021 21:51;Super Shine Medium Bristle Toothbrush (Colgate);Beauty & Hygiene;5839204;Fernando;Reyes;Rojas;visa;4041595843468570;15.55;1;17.39
03/09/2021 00:30;Cough Drops - Ginger (Vicks);Beauty & Hygiene;5892340;AndrÃ©s;García;Cruz;mastercard;5108751132693290;11.6;1;12.79
03/09/2021 01:05;Baby Potato (Fresho);Fruits & Vegetables;4983721;Ana María;Castillo;Jimenez;mastercard;5108751444593050;15.66;1;17.49
03/09/2021 04:07;Fresh Turmeric - Organically Grown (Fresho);Fruits & Vegetables;4649382;Sofía;Delgado;Muños;mastercard;5048377891795490;13.58;3;14.79
03/09/2021 11:07;Coconut - (For Kalash with Jatta) (Fresho);Fruits & Vegetables;5839204;Fernando;Reyes;Rojas;americanexpress;374283090806373;6.52;3;7.89
03/09/2021 15:13;Dream Cream - Choco Vanilla Biscuits (Sunfeast);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;americanexpress;374283652257817;8.33;3;9.29
03/09/2021 16:38;Glucose - Liquid (Ask Foods);Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;visa;4041593374999990;2.8;4;3.89
03/09/2021 20:14;White Xylitol Sugarfree Spearmint Flavour Chewing Gum - Fliptop (Happydent );Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;mastercard;5048375241581110;13.48;4;14.79
03/09/2021 20:24;Namkeen - Rice Kodubale (Sln  );Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;americanexpress;374288986738648;5.21;3;5.99
